,name,f,p,r,text
0,TextRank,0.24125873626026953,0.23711340206185566,0.24555160142348753,"Romania was a multiethnic country, with ethnic minorities making up about 30% of the population, but the new constitution declared it a unitary national state in 1923. The economy is based predominantly on services, which account for 56.2% of the country's total GDP as of 2017, with industry and agriculture accounting for 30% and 4.4% respectively. It has a predominantly temperate-continental climate, and covers an area of 238,397 km2 (92,046 sq mi), with a population of around 19 million. This has been accompanied by a significant improvement in living standards as the country successfully reduced domestic poverty and established a functional democratic state. Trade is mostly centred on the member states of the European Union, with Germany and Italy being the country's single largest trading partners. In 1965, Nicolae Ceaușescu came to power and started to conduct the country's foreign policy more independently from the Soviet Union. Geography and climate+Romania is the largest country in Southeastern Europe and the twelfth-largest in Europe, having an area of 238,397 square kilometres (92,046 sq mi). The largest ethnic minorities are the Hungarians, 6.1% of the population, and the Roma, 3.0% of the population. He eventually initiated a policy of total reimbursement of the foreign debt by imposing austerity steps that impoverished the population and exhausted the economy. Like other countries in the region, its population is expected to decline gradually as a result of sub-replacement fertility rates and negative net migration rate. Each county is administered by a county council, responsible for local affairs, as well as a prefect responsible for the administration of national affairs at the county level. The country remained neutral when World War I broke out in 1914, but Prime Minister Ion I. C. Brătianu started negotiations with the Entente Powers. There are almost 10,000 km2 (3,900 sq mi) (about 5% of the total area) of protected areas in Romania covering 13 national parks and three biosphere reserves. The German and Austrian-Hungarian troops defeated the Romanian army and occupied three-quarters of the country by early 1917. In February 1947, he and others forced King Michael I to abdicate and leave the country and proclaimed Romania a people's republic. The country is governed on the basis of a multi-party democratic system and the separation of powers between the legislative, executive and judicial branches. In 2016, the Romanian diaspora was estimated to be over 3.6 million people, the fifth-highest emigrant population in the world. According to the country's National Statistics Institute, some 77% came from Europe (particularly from Germany, Italy, and France), 12% from Asia, and less than 7% from North America. Romania is the twelfth-largest country in Europe, and the sixth-most populous member state of the European Union. Ethnic Romanian politicians sharply opposed the Hungarian government's attempts to transform Hungary into a national state, especially the laws prescribing the obligatory teaching of Hungarian. Two parties, the National Liberal Party and the National Peasants' Party, dominated political life, but the Great Depression in Romania brought about significant changes in the 1930s."
1,Gensim,0.36695017776288924,0.2785977859778598,0.5373665480427047,"It shares land borders with Bulgaria to the south, Ukraine to the north, Hungary to the west, Serbia to the southwest, and Moldova to the east, and has its opening to the Black Sea. It has a predominantly temperate-continental climate, and covers an area of 238,397 km2 (92,046 sq mi), with a population of around 19 million.
Romania is the twelfth-largest country in Europe, and the sixth-most populous member state of the European Union.
In November 1940, Romania signed the Tripartite Pact and, consequently, in June 1941 entered World War II on the Axis side, fighting against the Soviet Union until August 1944, when it joined the Allies and recovered Northern Transylvania.
It has the world's 45th largest economy by nominal GDP, and following rapid economic growth in the early 2000s, the country has an economy based predominantly on services and is a producer and net exporter of machines and electric energy, featuring companies like Automobile Dacia and OMV Petrom.
The first king of Hungary, Stephen I, who supported Western European missionaries, defeated the local chieftains and established Roman Catholic bishoprics (office of a bishop) in Transylvania and Banat in the early 11th century.
Scholars who reject the Daco-Roman continuity theory say that the first Vlach groups left their Balkan homeland for the mountain pastures of the eastern and southern Carpathians in the 11th century, establishing the Romanians' presence in the lands to the north of the Lower Danube.Exposed to nomadic incursions, Transylvania developed into an important border province of the Kingdom of Hungary.
The neighboring powers took advantage of the situation: the Habsburg Monarchy annexed the northwestern part of Moldavia, or Bukovina, in 1775, and the Russian Empire seized the eastern half of Moldavia, or Bessarabia, in 1812.A census revealed that the Romanians were more numerous than any other ethnic group in Transylvania in 1733, but legislation continued to use contemptuous adjectives (such as ""tolerated"" and ""admitted"") when referring to them.
Cuza's government carried out a series of reforms, including the secularisation of the property of monasteries and agrarian reform, but a coalition of conservative and radical politicians forced him to abdicate in February 1866.Cuza's successor, a German prince, Karl of Hohenzollern-Sigmaringen (or Carol I), was elected in May. The parliament adopted the first constitution of Romania in the same year.
Although Romanian scholars strove for the unification of all Romanians into a Greater Romania, the government did not openly support their irredentist projects.The Transylvanian Romanians and Saxons wanted to maintain the separate status of Transylvania in the Habsburg Monarchy, but the Austro-Hungarian Compromise brought about the union of the province with Hungary in 1867.
After they promised Austrian-Hungarian territories with a majority of ethnic Romanian population to Romania in the Treaty of Bucharest, Romania entered the war against the Central Powers in 1916.
Romania was a multiethnic country, with ethnic minorities making up about 30% of the population, but the new constitution declared it a unitary national state in 1923.
Romania was forced to cede Bessarabia and Northern Bukovina to the Soviet Union on 26 June 1940, Northern Transylvania to Hungary on 30 August, and Southern Dobruja to Bulgaria in September.
Romania switched sides during the war, and nearly 250,000 Romanian troops joined the Red Army's military campaign against Hungary and Germany, but Joseph Stalin regarded the country as an occupied territory within the Soviet sphere of influence.
Since then, there have been several other democratic changes of government: in 1996 Emil Constantinescu was elected president, in 2000 Iliescu returned to power, while Traian Băsescu was elected in 2004 and narrowly re-elected in 2009.In 2009, the country was bailed out by the International Monetary Fund as an aftershock of the Great Recession in Europe.In November 2014, Sibiu (German: Hermannstadt) former FDGR/DFDR mayor Klaus Iohannis was elected president, unexpectedly defeating former Prime Minister Victor Ponta, who had been previously leading in the opinion polls.
After the end of the Cold War, Romania developed closer ties with Western Europe and the United States, eventually joining NATO in 2004, and hosting the 2008 summit in Bucharest.The country applied in June 1993 for membership in the European Union and became an Associated State of the EU in 1995, an Acceding Country in 2004, and a full member on 1 January 2007.During the 2000s, Romania enjoyed one of the highest economic growth rates in Europe and has been referred at times as ""the Tiger of Eastern Europe"".
In 2016 the Human Development Index ranked Romania as a nation of ""Very High Human Development"".Following the experience of economic instability throughout the 1990s, and the implementation of a free travel agreement with the EU, a great number of Romanians emigrated to Western Europe and North America, with particularly large communities in Italy, Germany and Spain.
It joined the NATO on 29 March 2004, the European Union (EU) on 1 January 2007, while it joined the International Monetary Fund and the World Bank in 1972, and is a founding member of the World Trade Organization.In the past, recent governments have stated that one of their goals is to strengthen ties with and helping other countries (in particular Moldova, Ukraine, and Georgia) with the process of integration with the rest of the West.
As of August 2019, its acceptance into the Schengen Area is hampered because the European Council has misgivings about Romania's adherence to the rule of law, a fundamental principle of EU membership.In December 2005, President Traian Băsescu and United States Secretary of State Condoleezza Rice signed an agreement that would allow a U.S. military presence at several Romanian facilities primarily in the eastern part of the country.
Romania's FDI outward stock (an external or foreign business either investing in or purchasing the stock of a local economy) amounted to $745 million in December 2018, the lowest value among the 28 EU member states.According to a 2019 World Bank report, Romania ranks 52nd out of 190 economies in the ease of doing business, one place higher than neighbouring Hungary and one place lower than Italy."
2,K-mean-2,0.016474462667560728,0.07692307692307693,0.00922509225092251,"The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. He resisted the Romans for decades, but the Roman army defeated his troops in 106 CE. Some scholars regard it as a basically accurate account, others describe it as a literary work filled with invented details. Cooperation between the Cumans and the Vlachs against the Byzantine Empire is well documented from the end of the 11th century. Reformation spread and four denominations—Calvinism, Lutheranism, Unitarianism, and Roman Catholicism—were officially acknowledged in 1568. The Romanians' Orthodox faith remained only tolerated, although they made up more than one-third of the population, according to 17th-century estimations. Uniate and Orthodox clerics and laymen jointly signed a plea for the Transylvanian Romanians' emancipation in 1791, but the monarch and the local authorities refused to grant their requests. The Congress also granted the Danube Delta and Dobruja to Romania. Ethnic Romanian politicians sharply opposed the Hungarian government's attempts to transform Hungary into a national state, especially the laws prescribing the obligatory teaching of Hungarian. After the German occupation of Hungary in March 1944, about 132,000 Jews – mainly Hungarian-speaking – were deported to extermination camps from Northern Transylvania with the Hungarian authorities' support.After the Soviet victory in the Battle of Stalingrad in 1943, Iuliu Maniu, a leader of the opposition to Antonescu, entered into secret negotiations with British diplomats who made it clear that Romania had to seek reconciliation with the Soviet Union. In localities with ethnic minorities of over 20%, that minority's language can be used in the public administration, justice system, and education. According to the 2012 Eurobarometer, English is spoken by 31% of Romanians, French is spoken by 17%, and Italian and German, each by 7%. Religion+Romania is a secular state and has no state religion. An overwhelming majority of the population identify themselves as Christians. At the country's 2011 census, 81.0% of respondents identified as Orthodox Christians belonging to the Romanian Orthodox Church. Other denominations include Protestantism (6.2%), Roman Catholicism (4.3%), and Greek Catholicism (0.8%). From the remaining population, 195,569 people belong to other Christian denominations or have another religion, which includes 64,337 Muslims (mostly of Turkish and Tatar ethnicity) and 3,519 Jewish (Jews once constituted 4% of the Romanian population—728,115 persons in the 1930 census). Moreover, 39,660 people have no religion or are atheist, whilst the religion of the rest is unknown.The Romanian Orthodox Church is an autocephalous Eastern Orthodox Church in full communion with other Orthodox churches, with a Patriarch as its leader. It is the fourth-largest Orthodox Church in the world, and unlike other Orthodox churches, it functions within a Latin culture and utilises a Romance liturgical language. Its canonical jurisdiction covers the territories of Romania and Moldova. Romania has the world's third-largest Eastern Orthodox population."
3,K-mean-3,0.016366610107762733,0.07246376811594203,0.00922509225092251,"The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. Centuries later, Strabo associated the Getae with the Dacians who dominated the lands along the southern Carpathian Mountains in the 1st century BCE. Emperor Trajan transformed Banat, Oltenia and the greater part of Transylvania into a new province called Roman Dacia, but Dacian, Germanic and Sarmatian tribes continued to dominate the lands along the Roman frontiers. The Romans could not resist, and Emperor Aurelian ordered the evacuation of the province Dacia Trajana in 271. The reliability of the Gesta is debated. These would last until the 15th century.The Mongols destroyed large territories during their invasion of Eastern and Central Europe in 1241 and 1242. Transylvania and Maramureș, along with the rest of Banat and Crișana developed into a new state under Ottoman suzerainty, the Principality of Transylvania. The Treaty of Paris put the Danubian Principalities under the collective guardianship of the Great Powers in 1856. After special assemblies convoked in Moldavia and Wallachia urged the unification of the two principalities, the Great Powers did not prevent the election of Alexandru Ioan Cuza as their collective domnitor (or ruling prince) in January 1859. The united principalities officially adopted the name Romania on 21 February 1862. Cuza's government carried out a series of reforms, including the secularisation of the property of monasteries and agrarian reform, but a coalition of conservative and radical politicians forced him to abdicate in February 1866.Cuza's successor, a German prince, Karl of Hohenzollern-Sigmaringen (or Carol I), was elected in May. The parliament adopted the first constitution of Romania in the same year. The Great Powers acknowledged Romania's full independence at the Congress of Berlin and Carol I was crowned king in 1881. In April 1990, a sit-in protest contesting the results of that year's legislative elections and accusing the NSF, including Iliescu, of being made up of former Communists and members of the Securitate grew rapidly to become what was called the Golaniad. This episode has been documented widely by both local and foreign media, and is remembered as the June 1990 Mineriad.The subsequent disintegration of the Front produced several political parties, including most notably the Social Democratic Party (PDSR then PSD) and the Democratic Party (PD and subsequently PDL). Since then, there have been several other democratic changes of government: in 1996 Emil Constantinescu was elected president, in 2000 Iliescu returned to power, while Traian Băsescu was elected in 2004 and narrowly re-elected in 2009.In 2009, the country was bailed out by the International Monetary Fund as an aftershock of the Great Recession in Europe.In November 2014, Sibiu (German: Hermannstadt) former FDGR/DFDR mayor Klaus Iohannis was elected president, unexpectedly defeating former Prime Minister Victor Ponta, who had been previously leading in the opinion polls. In 2019, Iohannis was re-elected president in a landslide victory over former Prime Minister Viorica Dăncilă. In November 2015, massive anti-corruption protests which developed in the wake of the Colectiv nightclub fire led to the resignation of Romania's Prime Minister Victor Ponta. A National Anticorruption Directorate was formed in the country in 2002. NATO and EU integration+After the end of the Cold War, Romania developed closer ties with Western Europe and the United States, eventually joining NATO in 2004, and hosting the 2008 summit in Bucharest.The country applied in June 1993 for membership in the European Union and became an Associated State of the EU in 1995, an Acceding Country in 2004, and a full member on 1 January 2007.During the 2000s, Romania enjoyed one of the highest economic growth rates in Europe and has been referred at times as ""the Tiger of Eastern Europe""."
4,K-mean-4,0.016313211654926555,0.07042253521126761,0.00922509225092251,"The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. After Burebista was murdered in 44 BCE, his kingdom collapsed. The Romans reached Dacia during Burebista's reign and conquered Dobruja in 46 CE. He resisted the Romans for decades, but the Roman army defeated his troops in 106 CE. Transylvania and Maramureș, along with the rest of Banat and Crișana developed into a new state under Ottoman suzerainty, the Principality of Transylvania. Although the rulers of the three principalities continued to pay tribute to the Ottomans, the most talented princes—Gabriel Bethlen of Transylvania, Matei Basarab of Wallachia, and Vasile Lupu of Moldavia—strengthened their autonomy.The united armies of the Holy League expelled the Ottoman troops from Central Europe between 1684 and 1699, and the Principality of Transylvania was integrated into the Habsburg Monarchy. The parliament adopted the first constitution of Romania in the same year. The Great Powers acknowledged Romania's full independence at the Congress of Berlin and Carol I was crowned king in 1881. The Congress also granted the Danube Delta and Dobruja to Romania. Although Romanian scholars strove for the unification of all Romanians into a Greater Romania, the government did not openly support their irredentist projects.The Transylvanian Romanians and Saxons wanted to maintain the separate status of Transylvania in the Habsburg Monarchy, but the Austro-Hungarian Compromise brought about the union of the province with Hungary in 1867. The Constitutional Court (Curtea Constituțională) is responsible for judging the compliance of laws and other state regulations with the constitution, which is the fundamental law of the country and can only be amended through a public referendum. Foreign relations+Since December 1989, Romania has pursued a policy of strengthening relations with the West in general, more specifically with the United States and the European Union, albeit with limited relations involving the Russian Federation. Romania has also made clear since the late 1990s that it supports NATO and EU membership for the democratic former Soviet republics in Eastern Europe and the Caucasus. As of August 2019, its acceptance into the Schengen Area is hampered because the European Council has misgivings about Romania's adherence to the rule of law, a fundamental principle of EU membership.In December 2005, President Traian Băsescu and United States Secretary of State Condoleezza Rice signed an agreement that would allow a U.S. military presence at several Romanian facilities primarily in the eastern part of the country. ""Relations with Moldova are a special case given that the two countries share the same language and a common history. The largest local companies include car maker Automobile Dacia, Petrom, Rompetrol, Ford Romania, Electrica, Romgaz, RCS & RDS and Banca Transilvania. Trade is mostly centred on the member states of the European Union, with Germany and Italy being the country's single largest trading partners. The economy is based predominantly on services, which account for 56.2% of the country's total GDP as of 2017, with industry and agriculture accounting for 30% and 4.4% respectively. The report praised the consistent enforcement of contracts and access to credit in the country, while noting difficulties in access to electricity and dealing with construction permits. Infrastructure+According to the Romania's National Institute of Statistics (INSSE), Romania's total road network was estimated in 2015 at 86,080 kilometres (53,488 mi). Certain traditional recipes are made in direct connection with the holidays: chiftele, tobă and tochitura at Christmas; drob, pască and cozonac at Easter and other Romanian holidays."
5,K-mean-5,0.016420359289691537,0.07462686567164178,0.00922509225092251,"Afterwards Bukovina, Bessarabia, Transylvania as well as parts of Banat, Crișana, and Maramureș became part of the sovereign Kingdom of Romania. Romania has been a member of the United Nations since 1955, part of NATO since 2004, and part of the European Union since 2007. The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. The formal alliance of the Hungarian, Saxon, and Székely leaders, known as the Union of the Three Nations, became an important element of the self-government of Transylvania. German preparations for a new war required the regular supply of Romanian oil and agricultural products. A National Anticorruption Directorate was formed in the country in 2002. In Transparency International's 2019 Corruption Perceptions Index, Romania's public sector corruption score deteriorated to 44 out of 100, reversing gains made in previous years. This has been accompanied by a significant improvement in living standards as the country successfully reduced domestic poverty and established a functional democratic state. This led to Romania borrowing from the International Monetary Fund. Romania terminated its mission in Iraq and withdrew its last troops on 24 July 2009, among the last countries to do so. Each county is subdivided further into cities and communes, which have their own mayor and local council. A total of 103 of the larger cities have municipality status, which gives them greater administrative power over local affairs. The cities and communes correspond to the NUTS-5 level divisions, but there are no current NUTS-4 level divisions. According to Eurostat, Romania's GDP per capita (PPS) was 70% of the EU average (100%) in 2019, an increase from 44% in 2007 (the year of Romania's accession to the EU), making Romania one of the fastest growing economies in the EU.After 1989 the country experienced a decade of economic instability and decline, led in part by an obsolete industrial base and a lack of structural reform. Other attractions include the Danube Delta or the Sculptural Ensemble of Constantin Brâncuși at Târgu Jiu.In 2014, Romania had 32,500 companies active in the hotel and restaurant industry, with a total turnover of €2.6 billion. Science and technology+Historically, Romanian researchers and inventors have made notable contributions to several fields. Multiple castles exist in Romania, including the popular tourist attractions of Peleș Castle, Corvin Castle, and Bran Castle or ""Dracula's Castle"". In the Easter, traditions such as painting the eggs are very common. Romania reached the Davis Cup finals three times in 1969, 1971 and 1972."
6,K-mean-6,0.016474462667560728,0.07692307692307693,0.00922509225092251,"The Danube, Europe's second-longest river, rises in Germany's Black Forest and flows in a generally southeasterly direction for 2,857 km (1,775 mi), before emptying into Romania's Danube Delta. Romania has been a member of the United Nations since 1955, part of NATO since 2004, and part of the European Union since 2007. Basarab I of Wallachia united the Romanian polities between the southern Carpathians and the Lower Danube in the 1310s. Reformation spread and four denominations—Calvinism, Lutheranism, Unitarianism, and Roman Catholicism—were officially acknowledged in 1568. The princes of Transylvania, Wallachia, and Moldavia joined the Holy League against the Ottoman Empire in 1594. The neighboring powers forced him to abdicate in September, but he became a symbol of the unification of the Romanian lands in the 19th century. The Church Union strengthened the Romanian intellectuals' devotion to their Roman heritage. After they promised Austrian-Hungarian territories with a majority of ethnic Romanian population to Romania in the Treaty of Bucharest, Romania entered the war against the Central Powers in 1916. The General Congress of Bukovina proclaimed the union of the province with Romania on 28 November 1918, and the Grand National Assembly proclaimed the union of Transylvania, Banat, Crișana and Maramureș with the kingdom on 1 December. Antonescu signed the Tripartite Pact of Germany, Italy and Japan on 23 November. The Danube river forms a large part of the border with Serbia and Bulgaria, and flows into the Black Sea, forming the Danube Delta, which is the second-largest and best-preserved delta in Europe, and a biosphere reserve and a biodiversity World Heritage Site. The country had a 2019 Forest Landscape Integrity Index mean score of 5.95/10, ranking it 90th globally out of 172 countries. In summer, average maximum temperatures in Bucharest rise to 28 °C (82 °F), and temperatures over 35 °C (95 °F) are fairly common in the lower-lying areas of the country. A total of 103 of the larger cities have municipality status, which gives them greater administrative power over local affairs. The NUTS-3 (Nomenclature of Territorial Units for Statistics) level divisions of the European Union reflect Romania's administrative-territorial structure and correspond to the 41 counties plus Bucharest. The life expectancy in 2015 was estimated at 74.92 years (71.46 years male, 78.59 years female). Other denominations include Protestantism (6.2%), Roman Catholicism (4.3%), and Greek Catholicism (0.8%). It is the fourth-largest Orthodox Church in the world, and unlike other Orthodox churches, it functions within a Latin culture and utilises a Romance liturgical language. Romania has the world's third-largest Eastern Orthodox population. Another 19 cities have a population of over 100,000, with Cluj-Napoca and Timișoara of slightly more than 300,000 inhabitants, Iași, Constanța, Craiova, and Brașov with over 250,000 inhabitants, and Galați and Ploiești with over 200,000 inhabitants. In 2018, the adult literacy rate was 98.8%."
7,K-mean-7,0.016420359289691537,0.07462686567164178,0.00922509225092251,"Its capital and largest city is Bucharest, while other major urban areas include Cluj-Napoca, Timișoara, Iași, Constanța, Craiova, Brașov, and Galați. He resisted the Romans for decades, but the Roman army defeated his troops in 106 CE. The Romans pursued an organised colonisation policy, and the provincials enjoyed a long period of peace and prosperity in the 2nd century. Scholars accepting the Daco-Roman continuity theory—one of the main theories about the origin of the Romanians—say that the cohabitation of the native Dacians and the Roman colonists in Roman Dacia was the first phase of the Romanians' ethnogenesis.The Carpians, Goths and other neighbouring tribes made regular raids against Dacia from the 210s. The formal alliance of the Hungarian, Saxon, and Székely leaders, known as the Union of the Three Nations, became an important element of the self-government of Transylvania. The Orthodox Romanian knezes (""chiefs"") were excluded from the Union. Transylvania and Maramureș, along with the rest of Banat and Crișana developed into a new state under Ottoman suzerainty, the Principality of Transylvania. Romania seized Southern Dobruja from Bulgaria in the Second Balkan War in 1913. After they promised Austrian-Hungarian territories with a majority of ethnic Romanian population to Romania in the Treaty of Bucharest, Romania entered the war against the Central Powers in 1916. Calypso Botez established the National Council of Romanian Women to promote feminist ideas. After the territorial losses, the King was forced to abdicate in favour of his minor son, Michael I, on 6 September, and Romania was transformed into a national-legionary state under the leadership of General Ion Antonescu. To facilitate the coordination of their activities against Antonescu's regime, the National Liberal and National Peasants' parties established the National Democratic Bloc, which also included the Social Democratic and Communist parties. Over 12.8 million passengers flew through Bucharest's Henri Coandă International Airport in 2017.Romania is a net exporter of electrical energy and is 52nd worldwide in terms of consumption of electric energy. The largest ethnic minorities are the Hungarians, 6.1% of the population, and the Roma, 3.0% of the population. As of 2009, there were also approximately 133,000 immigrants living in Romania, primarily from Moldova and China.The total fertility rate (TFR) in 2018 was estimated at 1.36 children born per woman, which is below the replacement rate of 2.1, and one of the lowest in the world, it remains considerably below the high of 5.82 children born per woman in 1912. English and French are the main foreign languages taught in schools. An overwhelming majority of the population identify themselves as Christians. Its canonical jurisdiction covers the territories of Romania and Moldova. At the Eurovision Song Contest Romanian singers achieved third place in 2005 and 2010.In cinema, several movies of the Romanian New Wave have achieved international acclaim. In singles, Ilie Năstase was the first year-end World Number 1 in the ATP Rankings in 1973, winning several Grand Slam titles. Another popular combat sport is professional kickboxing, which has produced prominent practitioners including Daniel Ghiță, and Benjamin Adegbuyi.Romania's 306 all-time Summer Olympics medals would rank 12th most among all countries, while its 89 gold medals would be 14th most."
8,K-mean-8,0.016366610107762733,0.07246376811594203,0.00922509225092251,"The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. Scholars supporting the continuity theory are convinced that most Latin-speaking commoners stayed behind when the army and civil administration was withdrawn. The Romans did not abandon their fortresses along the northern banks of the Lower Danube for decades, and Dobruja (known as Scythia Minor) remained an integral part of the Roman Empire until the early 7th century. Transylvania and Maramureș, along with the rest of Banat and Crișana developed into a new state under Ottoman suzerainty, the Principality of Transylvania. Calypso Botez established the National Council of Romanian Women to promote feminist ideas. Although minorities could establish their own schools, Romanian language, history and geography could only be taught in Romanian.Agriculture remained the principal sector of economy, but several branches of industry—especially the production of coal, oil, metals, synthetic rubber, explosives and cosmetics—developed during the interwar period. Two parties, the National Liberal Party and the National Peasants' Party, dominated political life, but the Great Depression in Romania brought about significant changes in the 1930s. The 1938 Munich Agreement convinced King Carol II that France and the United Kingdom could not defend Romanian interests. Romania was forced to cede Bessarabia and Northern Bukovina to the Soviet Union on 26 June 1940, Northern Transylvania to Hungary on 30 August, and Southern Dobruja to Bulgaria in September. During this period the regime launched several campaigns of purges during which numerous ""enemies of the state"" and ""parasite elements"" were targeted for different forms of punishment including: deportation, internal exile, internment in forced labour camps and prisons—sometimes for life—as well as extrajudicial killing. Thus, Communist Romania was the only Warsaw Pact country which refused to participate in the Soviet-led 1968 invasion of Czechoslovakia. As Romania's foreign debt increased sharply between 1977 and 1981 (from US$3 billion to $10 billion), the influence of international financial organisations—such as the International Monetary Fund (IMF) and the World Bank—grew, gradually conflicting with Ceaușescu's autocratic rule. This episode has been documented widely by both local and foreign media, and is remembered as the June 1990 Mineriad.The subsequent disintegration of the Front produced several political parties, including most notably the Social Democratic Party (PDSR then PSD) and the Democratic Party (PD and subsequently PDL). The post–1989 period is also characterised by the fact that most of the former industrial and economic enterprises which were built and operated during the Communist period were closed, mainly as a result of the policies of privatisation of the post–1989 regimes.Corruption has also been a major issue in contemporary Romanian politics. NATO and EU integration+After the end of the Cold War, Romania developed closer ties with Western Europe and the United States, eventually joining NATO in 2004, and hosting the 2008 summit in Bucharest.The country applied in June 1993 for membership in the European Union and became an Associated State of the EU in 1995, an Acceding Country in 2004, and a full member on 1 January 2007.During the 2000s, Romania enjoyed one of the highest economic growth rates in Europe and has been referred at times as ""the Tiger of Eastern Europe"". Romania also declared its public support for Turkey, and Croatia joining the European Union.Romania opted on 1 January 2007, to accede to the Schengen Area, and its bid to join was approved by the European Parliament in June 2011, but was rejected by the EU Council in September 2011. Military+The Romanian Armed Forces consist of land, air, and naval forces led by a Commander-in-chief under the supervision of the Ministry of National Defence, and by the president as the Supreme Commander during wartime. In early 2012, Romania launched its first satellite from the Centre Spatial Guyanais in French Guyana. Hungarians constitute a majority in the counties of Harghita and Covasna. Languages+The official language is Romanian, a Romance language (the most widely spoken of the Eastern Romance branch), which presents a consistent degree of similarity to Aromanian, Megleno-Romanian, and Istro-Romanian, but shares many features equally with the rest of the Western Romance languages, specifically Italian, French, Spanish, Portuguese, and Catalan."
9,K-mean-9,0.016339867255115808,0.07142857142857142,0.00922509225092251,"The vast majority of Romania's population are ethnic Romanian and Eastern Orthodox Christian, speaking Romanian, a Romance language. Romania is also the official English-language spelling used by the Romanian government. Emperor Trajan transformed Banat, Oltenia and the greater part of Transylvania into a new province called Roman Dacia, but Dacian, Germanic and Sarmatian tribes continued to dominate the lands along the Roman frontiers. Colonists from the Holy Roman Empire—the Transylvanian Saxons' ancestors—came to the province in the 1150s. Royal charters wrote of the ""Vlachs' land"" in southern Transylvania in the early 13th century, indicating the existence of autonomous Romanian communities. The formal alliance of the Hungarian, Saxon, and Székely leaders, known as the Union of the Three Nations, became an important element of the self-government of Transylvania. The Orthodox Romanian knezes (""chiefs"") were excluded from the Union. The King promulgated a new constitution and dissolved the political parties in 1938, replacing the parliamentary system with a royal dictatorship. The country regained Bessarabia and Northern Bukovina, and the Germans placed Transnistria (the territory between the rivers Dniester and Dnieper) under Romanian administration. To facilitate the coordination of their activities against Antonescu's regime, the National Liberal and National Peasants' parties established the National Democratic Bloc, which also included the Social Democratic and Communist parties. The process succeeded in repaying all of Romania's foreign government debt in 1989. Worsening economic conditions led to unrest and triggered a political crisis in 2012. Geography and climate+Romania is the largest country in Southeastern Europe and the twelfth-largest in Europe, having an area of 238,397 square kilometres (92,046 sq mi). The municipality of Bucharest is a special case, as it enjoys a status on par to that of a county. Romania's net average monthly wage increased to 666 euro as of 2020, and an inflation rate of −1.1% in 2016. The number of Romanians and individuals with ancestors born in Romania living abroad is estimated at around 12 million. Languages+The official language is Romanian, a Romance language (the most widely spoken of the Eastern Romance branch), which presents a consistent degree of similarity to Aromanian, Megleno-Romanian, and Istro-Romanian, but shares many features equally with the rest of the Western Romance languages, specifically Italian, French, Spanish, Portuguese, and Catalan. It is the fourth-largest Orthodox Church in the world, and unlike other Orthodox churches, it functions within a Latin culture and utilises a Romance liturgical language. Metropolitan areas have been constituted for most of these cities. There is also a semi-legal, informal private tutoring system used mostly during secondary school, which prospered during the Communist regime.Alexandru Ioan Cuza University of Iași, Babeș-Bolyai University of Cluj-Napoca, University of Bucharest, and West University of Timișoara have been included in the QS World University Rankings' top 800.Romania ranks fifth in the all-time medal count at the International Mathematical Olympiad with 316 total medals, dating back to 1959."
